Date,Time,Name,Age,City,Salary,Department,Rating,Experience (Years),Gender,Marital Status,Phone Number,Email,Product Purchased,Quantity
2024-07-18,23:28:51,EbqaAwHfzl,41,Hyderabad,49182.11,HR,3.2,21,Male,Widowed,+91-7076271686,gotcizpngf@example.com,Laptop,1
2024-09-03,01:01:00,julNyP,22,Delhi,25045.01,Marketing,3.0,31,Other,Married,+91-9109763491,qneqk@example.com,Laptop,3
2022-11-23,01:06:09,HCwOKcnq,59,Delhi,71774.21,HR,3.8,13,Male,Married,+91-7946012036,hmioo@example.com,Tablet,5
2023-10-01,00:54:32,SHSCa,48,Delhi,97515.35,HR,3.1,2,Male,Widowed,+91-7953237855,irpxp@example.com,Laptop,1
2020-04-05,23:02:47,ShkHE,27,Bangalore,27220.66,Marketing,1.3,21,Male,Married,+91-9490392273,bxjea@example.com,Tablet,1
2020-04-13,13:35:26,AmkTBdnkV,50,Mumbai,75028.43,Sales,1.5,40,Other,Divorced,+91-8429598963,ktabzakli@example.com,Tablet,2
2023-10-08,09:57:34,cWdED,27,Hyderabad,92375.08,Marketing,1.6,39,Female,Married,+91-9491643156,cgfucrcp@example.com,Mobile,3
2024-08-19,13:17:09,fcrNAmGQ,51,Hyderabad,90544.73,Finance,2.3,23,Other,Widowed,+91-7103442911,vkwjlkn@example.com,Laptop,1
2022-02-22,09:58:13,dsKtVdtc,56,Hyderabad,93892.7,HR,2.9,38,Female,Widowed,+91-7882277866,yfcuekrq@example.com,Headphones,1
2021-02-17,11:36:42,IjtOzC,38,Delhi,93321.14,Sales,3.8,19,Other,Single,+91-8397651730,gdazcv@example.com,Smartwatch,4
2023-04-28,03:28:58,VNCqtjV,41,Chennai,52946.81,Engineering,1.8,38,Male,Married,+91-8827692056,yhdszdtd@example.com,Smartwatch,5
2023-06-15,00:21:41,zZjJzDFqIJ,43,Chennai,79398.4,Sales,1.8,20,Other,Married,+91-9570240725,bltxgjzipe@example.com,Smartwatch,5
2022-07-05,10:28:37,SzQqQP,43,Delhi,63502.58,HR,1.3,16,Female,Married,+91-7332958184,rsrmp@example.com,Laptop,1
2021-05-05,14:45:43,OCsXsbAXEt,55,Chennai,67400.03,Marketing,4.5,28,Male,Married,+91-9405432930,obvrfe@example.com,Headphones,5
2024-08-29,20:29:21,TGhPHAyJqC,34,Mumbai,75348.88,Sales,1.2,37,Female,Married,+91-8779603488,qwqbnyojp@example.com,Laptop,2
2022-01-08,12:12:42,POnYG,38,Delhi,39686.08,Finance,4.3,12,Other,Widowed,+91-9966087546,cyjtmgix@example.com,Laptop,3
2023-09-20,21:01:57,zRGWpqQwoB,49,Mumbai,99425.75,Engineering,2.8,30,Male,Divorced,+91-7138308733,mpywwzlgca@example.com,Headphones,2
2023-05-25,09:30:00,OlpMX,50,Mumbai,60065.77,HR,2.2,5,Other,Divorced,+91-8799342251,vaayhr@example.com,Headphones,3
2023-07-21,02:14:27,PYCvQjzTjv,47,Delhi,71720.06,Finance,4.6,13,Other,Married,+91-7310603399,kidhu@example.com,Headphones,1
2022-11-10,01:09:49,QltsuTTtsE,49,Hyderabad,37505.72,Sales,3.8,9,Female,Divorced,+91-7121091726,vpfuto@example.com,Mobile,5
2021-07-29,08:37:28,sbvQotOg,35,Bangalore,34551.18,Finance,2.0,2,Male,Divorced,+91-7629921855,yzvbrc@example.com,Mobile,4
2020-05-16,21:04:39,kMEhAcDfH,52,Chennai,38475.0,Sales,4.3,8,Male,Widowed,+91-9367410731,wdrqbvddfn@example.com,Mobile,2
2022-06-08,19:52:39,ABlrWheJAl,30,Chennai,32163.49,Sales,2.0,10,Female,Married,+91-7054734971,oclxji@example.com,Smartwatch,5
2023-12-02,00:00:00,TjkmKUxT,26,Mumbai,36717.27,Sales,2.8,8,Female,Divorced,+91-7501882907,lkahtki@example.com,Mobile,2
2023-11-30,12:17:19,mVfPnZ,35,Chennai,83911.19,Finance,2.3,2,Male,Single,+91-7958889827,lqwuvrma@example.com,Tablet,4
2022-12-13,18:19:22,BvwybSgSQ,59,Delhi,74557.82,Sales,4.4,13,Male,Single,+91-7692478365,zkxelzjryg@example.com,Smartwatch,3
2021-05-06,22:41:44,hmrjrTxyQn,56,Mumbai,59091.17,Engineering,4.5,3,Female,Married,+91-8498804755,kxoxubfqu@example.com,Mobile,1
2022-12-31,08:33:29,CMRgk,33,Hyderabad,61713.06,HR,1.6,2,Male,Divorced,+91-9545070223,xpezp@example.com,Mobile,2
2023-04-04,03:51:49,sglgVSs,48,Chennai,70345.78,Engineering,5.0,11,Female,Single,+91-8216669827,vzksw@example.com,Tablet,2
2022-09-16,18:39:58,HgrFv,50,Delhi,51404.91,HR,1.1,15,Female,Single,+91-8266683340,gaoblidbo@example.com,Headphones,4
2022-07-26,00:41:01,RYhDJ,37,Delhi,51946.95,Finance,2.2,18,Male,Married,+91-9352490069,abieu@example.com,Laptop,5
2022-06-06,15:16:28,nWkxstNA,56,Chennai,90832.26,HR,1.3,4,Male,Divorced,+91-9158584014,uapinkrag@example.com,Headphones,3
2021-04-15,23:31:15,QYusn,57,Chennai,25424.39,Marketing,3.3,26,Other,Divorced,+91-7825602074,daiabj@example.com,Mobile,1
2020-11-02,09:14:46,QAfPp,29,Hyderabad,34151.74,Engineering,4.7,26,Male,Widowed,+91-9398689748,ipvadgqcf@example.com,Headphones,3
2021-06-30,17:01:49,eipGZ,50,Chennai,27045.41,Sales,4.1,17,Male,Single,+91-9046562435,axayzgw@example.com,Laptop,4
2023-06-03,04:18:35,fPcDRAAimY,27,Hyderabad,91245.88,HR,1.1,32,Other,Divorced,+91-7530840247,xkwlcfmo@example.com,Tablet,5
2021-12-24,18:18:14,xOEwDuTYt,42,Hyderabad,55573.25,Marketing,2.5,26,Other,Married,+91-8077613844,dvkmizpr@example.com,Smartwatch,5
2020-07-03,00:42:20,mZnXCF,32,Mumbai,42284.0,Sales,1.2,15,Male,Divorced,+91-7135783673,hajry@example.com,Headphones,2
2022-11-10,14:03:04,iWrXHo,27,Mumbai,94696.52,Engineering,4.5,0,Other,Married,+91-9249555477,xrfhydloo@example.com,Tablet,5
2023-10-29,18:29:28,hFWQSxWMiZ,36,Delhi,38409.8,Marketing,1.3,16,Other,Divorced,+91-7050738333,llfxyo@example.com,Tablet,2
2020-07-22,20:11:23,WlmTVbKJKn,55,Mumbai,79608.2,Marketing,4.7,30,Other,Divorced,+91-7644782197,bycfjn@example.com,Headphones,1
2023-12-30,04:36:23,lEIlGFiFu,56,Hyderabad,41072.04,Finance,3.3,30,Other,Divorced,+91-8194615892,wnklzz@example.com,Tablet,5
2023-09-16,16:37:08,rXmpgugoE,57,Bangalore,57633.56,Sales,1.3,3,Female,Married,+91-8479862693,ztsmvox@example.com,Headphones,4
2020-02-18,11:10:53,XsTxtbfC,37,Mumbai,65383.42,Marketing,1.3,37,Male,Divorced,+91-7123767743,feuyakn@example.com,Smartwatch,4
2024-01-12,20:45:04,gEeJHF,33,Hyderabad,49106.82,HR,4.7,33,Other,Married,+91-8012797934,yjwowmga@example.com,Mobile,2
2023-09-07,17:06:10,qmtGNrZn,22,Hyderabad,22823.43,Marketing,3.9,0,Female,Widowed,+91-7092771757,vpuvnl@example.com,Smartwatch,4
2023-01-22,20:09:35,gGhNTgJmhd,21,Hyderabad,73652.37,Engineering,3.7,19,Other,Divorced,+91-8569840359,rdvrh@example.com,Mobile,2
2022-02-26,17:11:55,oaWLT,31,Bangalore,55720.64,Marketing,1.4,10,Other,Widowed,+91-8117971535,jfvgr@example.com,Tablet,2
2022-09-08,13:51:20,jTJTinc,55,Bangalore,48689.87,Sales,2.8,15,Other,Married,+91-9595523686,fmzmjm@example.com,Mobile,5
2023-04-19,23:15:56,kGVeA,29,Hyderabad,74835.87,Sales,4.3,14,Male,Divorced,+91-8984528918,opigu@example.com,Smartwatch,5
2023-04-17,09:18:55,adKQLplunu,28,Bangalore,31771.57,Engineering,3.8,36,Female,Divorced,+91-9460974343,riedxcku@example.com,Laptop,4
2021-12-21,06:40:29,JXUEKOTC,50,Delhi,24692.08,HR,3.3,19,Other,Single,+91-7208777317,lwchdms@example.com,Laptop,1
2024-08-01,17:28:41,AygTinqm,26,Delhi,77699.18,Finance,1.5,20,Male,Single,+91-9099848144,faquyvhsf@example.com,Smartwatch,4
2022-12-24,10:36:16,MgLbV,40,Mumbai,39288.34,Engineering,4.3,19,Other,Widowed,+91-7009502530,sqytezd@example.com,Laptop,5
2020-07-08,12:00:33,sxpzQXpfJI,22,Bangalore,98524.97,HR,1.3,33,Other,Single,+91-8220212984,nrsizz@example.com,Laptop,5
2021-11-28,02:03:21,NevLR,49,Hyderabad,79736.26,Engineering,1.0,27,Other,Widowed,+91-9233328902,wypzzungr@example.com,Mobile,2
2020-07-07,22:27:44,RMXmQB,25,Chennai,31989.28,Finance,4.4,6,Male,Divorced,+91-7952151755,lufaiku@example.com,Smartwatch,1
2021-10-27,06:33:07,tTWLaJrN,38,Delhi,94873.12,Engineering,3.7,1,Other,Divorced,+91-9663216459,xdrfgrro@example.com,Smartwatch,1
2022-05-14,14:44:50,tnjhteZRQ,58,Hyderabad,89817.27,Marketing,4.6,31,Male,Single,+91-9571066343,gzqlzgoho@example.com,Mobile,3
2022-08-16,16:54:59,HtmlC,40,Bangalore,84555.7,Sales,4.2,39,Male,Married,+91-7543555998,qxcfdoj@example.com,Smartwatch,2
2023-03-17,08:14:09,xztzHQiIm,59,Mumbai,46061.41,Engineering,2.8,32,Female,Divorced,+91-7461125777,ehtwwei@example.com,Laptop,5
2020-11-19,10:12:11,ClZELto,59,Bangalore,44201.68,Sales,4.2,34,Female,Single,+91-8555616032,ngbbszfqg@example.com,Smartwatch,1
2023-11-18,09:54:22,MHGmBdb,25,Delhi,44249.94,Sales,5.0,28,Other,Widowed,+91-7928155068,uaqhcwslvk@example.com,Laptop,4
2024-08-28,14:00:52,jbsFUB,19,Hyderabad,52290.51,HR,1.7,6,Male,Divorced,+91-9747361864,srydurol@example.com,Laptop,5
2020-08-04,17:48:09,dBabT,37,Chennai,42955.4,Sales,4.9,30,Other,Widowed,+91-8790760734,nhekbrcjfe@example.com,Headphones,5
2020-06-01,10:16:35,deOWPtJeE,53,Chennai,82030.86,Engineering,4.6,19,Other,Single,+91-9538489777,rnzglrk@example.com,Smartwatch,1
2024-03-30,09:13:52,achMI,36,Chennai,89808.02,Sales,1.7,18,Female,Single,+91-9823397579,cavcawiw@example.com,Mobile,3
2023-05-22,14:46:21,NBMjWEQbZ,43,Delhi,47618.02,Marketing,2.6,3,Other,Widowed,+91-9793624184,nzyundabp@example.com,Tablet,2
2021-04-04,07:09:25,YEzIcGOu,34,Hyderabad,68949.02,Marketing,2.7,35,Other,Married,+91-8644016885,qlmyfjtjg@example.com,Mobile,2
2021-12-09,11:13:37,GjckGOHvxd,52,Delhi,37662.6,Finance,3.0,33,Other,Widowed,+91-9150475490,houctj@example.com,Mobile,3
2020-05-05,13:02:20,IBpIjK,34,Hyderabad,62458.18,Sales,3.2,35,Male,Married,+91-7286256995,efjkts@example.com,Laptop,3
2024-09-19,00:04:37,PAQtPp,53,Delhi,41323.25,Marketing,2.2,4,Other,Widowed,+91-7667469608,xjqvghrhn@example.com,Tablet,1
2023-10-07,01:06:21,oGhGB,50,Delhi,79390.77,Marketing,2.0,10,Female,Divorced,+91-8110962137,ifgaxigx@example.com,Smartwatch,2
2020-10-10,17:30:19,ThjGEtzS,22,Hyderabad,56199.01,Engineering,4.0,0,Female,Divorced,+91-7349721580,jbmkrrlgkc@example.com,Mobile,3
2020-06-11,15:50:37,EkMqco,27,Hyderabad,79301.09,Finance,1.5,35,Male,Married,+91-9644044162,eiqps@example.com,Smartwatch,5
2023-01-17,11:50:18,mMqQJR,49,Chennai,28109.04,Finance,2.8,23,Male,Single,+91-7724700722,ctbvrohq@example.com,Laptop,3
2024-10-06,23:04:59,THjkyAk,40,Mumbai,24300.09,Sales,1.2,26,Other,Widowed,+91-9781096627,oaerradqo@example.com,Smartwatch,3
2024-03-20,00:57:47,OMkPyyMOMs,53,Mumbai,44996.47,Sales,1.9,40,Male,Married,+91-7053342447,zrtxoa@example.com,Laptop,3
2021-03-15,06:18:46,OwEjGl,42,Hyderabad,83572.98,Marketing,5.0,18,Male,Single,+91-8029644376,vumypvjz@example.com,Headphones,5
2024-06-19,07:28:00,gDprGiHx,33,Delhi,36540.38,Marketing,4.1,16,Female,Single,+91-7554622063,yeowjkrg@example.com,Headphones,2
2020-07-02,11:01:38,OUIdWjjWi,54,Bangalore,54143.57,Finance,1.7,23,Other,Divorced,+91-8077031591,htltudzxrx@example.com,Mobile,1
2022-03-25,11:10:11,PweWUwasx,53,Hyderabad,46341.57,Engineering,3.5,6,Male,Single,+91-8861075278,sjqnea@example.com,Mobile,5
2023-09-01,05:56:20,opCTfr,30,Mumbai,75585.85,HR,3.2,1,Male,Divorced,+91-7142083962,rpbsrxc@example.com,Mobile,1
2020-11-07,18:24:32,ZKalXUHPn,29,Mumbai,82829.37,Marketing,1.7,25,Other,Widowed,+91-9187980930,olobff@example.com,Tablet,3
2022-04-30,22:25:26,RSZTVLjXTC,18,Hyderabad,81352.51,Finance,3.1,9,Male,Widowed,+91-9045685055,bwiofwwd@example.com,Laptop,5
2023-02-04,16:23:04,AZhvw,37,Chennai,42560.0,Marketing,4.5,13,Female,Single,+91-7162768159,lwnhtybzan@example.com,Mobile,2
2021-09-07,22:39:53,WfksGc,58,Hyderabad,86099.18,Engineering,2.6,37,Other,Divorced,+91-8604513424,ausygi@example.com,Mobile,3
2021-02-09,03:55:10,pWOwCSt,29,Chennai,83343.11,Sales,4.2,28,Female,Widowed,+91-7624439687,ozwylb@example.com,Laptop,1
2022-07-29,15:24:49,ehSKdYJw,52,Chennai,73550.3,Sales,3.0,40,Male,Widowed,+91-7153059775,tujyelkj@example.com,Headphones,5
2023-10-03,02:35:49,DZTjXyp,23,Bangalore,37964.82,Finance,1.3,32,Male,Widowed,+91-7266856743,yzjflsmqu@example.com,Headphones,1
2020-02-21,04:40:50,FxBtsOk,48,Chennai,75760.73,Marketing,3.2,2,Male,Single,+91-7471958739,yaiihrafsq@example.com,Smartwatch,5
2021-03-26,20:57:57,TXVlycHUr,59,Delhi,59158.88,Engineering,1.0,38,Male,Widowed,+91-8659227206,zemyl@example.com,Tablet,1
2021-11-26,22:00:21,zmEkYvI,38,Hyderabad,76886.88,Marketing,2.3,39,Female,Single,+91-8032382939,arruxgaqwq@example.com,Tablet,1
2023-03-17,19:40:37,ZYGTG,23,Chennai,83593.77,Marketing,3.2,32,Male,Single,+91-8876612369,ttpabd@example.com,Headphones,1
2021-12-09,03:55:20,StdoB,25,Chennai,49382.23,Sales,2.6,34,Male,Widowed,+91-8020144383,zhiiv@example.com,Smartwatch,1
2024-01-25,00:44:57,ucedZ,54,Hyderabad,47776.21,Marketing,4.5,35,Other,Divorced,+91-9870931619,hebvrmq@example.com,Smartwatch,1
2023-02-22,05:45:27,OvSYgAfWfa,21,Chennai,65918.71,Finance,3.6,32,Other,Married,+91-9992326510,szbjhimgte@example.com,Mobile,3
2022-05-05,09:09:52,jstWgJya,22,Hyderabad,27281.22,HR,3.5,40,Female,Divorced,+91-8457334714,zncesnyu@example.com,Headphones,2
2023-09-22,08:27:18,rydwe,54,Hyderabad,50945.63,Finance,4.5,23,Other,Single,+91-7429363272,pngirt@example.com,Headphones,5
2021-12-18,00:06:09,gxLAnYrgAk,58,Chennai,35414.57,HR,3.2,21,Female,Divorced,+91-8848211643,dvavsxbavp@example.com,Laptop,3
2023-09-27,13:51:14,XgNPSgDOEV,18,Chennai,65419.3,Engineering,3.5,8,Male,Married,+91-7293622309,cwkyjcy@example.com,Smartwatch,5
2023-01-14,22:44:40,ulBlLw,39,Mumbai,79396.12,Marketing,2.7,34,Other,Divorced,+91-8258108939,zuauumb@example.com,Headphones,4
2021-12-19,05:04:45,XBLiq,35,Delhi,87700.87,Marketing,3.4,16,Female,Divorced,+91-8303115310,lysarxoav@example.com,Tablet,5
2020-11-07,06:43:23,dESnXhvJR,48,Hyderabad,65066.59,HR,2.1,40,Female,Divorced,+91-9051959287,khdhodif@example.com,Headphones,2
2021-12-11,18:09:06,iNQtnuotik,41,Mumbai,25342.5,Sales,4.0,16,Other,Widowed,+91-9823728166,pnabi@example.com,Headphones,1
2023-02-18,17:34:54,qwlsA,52,Delhi,50735.25,Engineering,3.3,5,Other,Married,+91-9716437805,bafhfedb@example.com,Tablet,3
2024-05-30,12:46:09,mFRakqPc,55,Chennai,26211.77,Engineering,1.1,21,Male,Married,+91-8858450163,xhuepxdvlt@example.com,Headphones,3
2022-06-23,15:36:07,QsGaHjYXY,37,Chennai,76658.44,HR,2.9,25,Male,Married,+91-7159128012,khehhthcxk@example.com,Headphones,1
2023-02-17,05:11:16,DpGZU,55,Hyderabad,43211.48,Engineering,2.8,33,Other,Single,+91-7327886374,grrtdzbs@example.com,Headphones,4
2022-01-02,15:24:13,hVUKbatdz,60,Hyderabad,22490.43,Marketing,4.3,38,Other,Single,+91-7270328575,qvufis@example.com,Smartwatch,4
2024-05-18,10:18:36,VZqCJhT,58,Hyderabad,34739.98,Sales,3.3,17,Other,Married,+91-7638135590,knnuk@example.com,Tablet,3
2024-03-21,17:39:43,iuAdCY,29,Delhi,82384.36,Marketing,2.9,26,Female,Widowed,+91-8324029489,bnhnwk@example.com,Smartwatch,3
2024-06-25,13:26:13,zEEVGXoFry,60,Hyderabad,52223.27,Finance,1.2,3,Other,Widowed,+91-8680329909,tzrrdzbc@example.com,Tablet,1
2022-03-15,18:15:35,gnPClrG,31,Hyderabad,25635.94,Finance,3.5,30,Other,Single,+91-7893693664,gshwgqqp@example.com,Smartwatch,4
2020-10-03,17:38:16,zWWfuMnW,33,Mumbai,40823.56,Finance,1.9,19,Female,Single,+91-8078087970,tmwjgquawo@example.com,Tablet,4
2020-04-21,23:09:50,dwaKpZPHT,25,Mumbai,97698.97,Sales,3.7,26,Male,Married,+91-8172923197,wrlkfkzf@example.com,Laptop,2
2024-08-08,02:21:22,LKRSoyqn,30,Hyderabad,66419.52,HR,4.0,1,Other,Widowed,+91-9019510230,krnti@example.com,Laptop,3
2024-04-03,13:54:39,SFqQOHwBs,46,Chennai,62251.97,Engineering,3.0,20,Other,Widowed,+91-8233745238,agise@example.com,Smartwatch,3
2024-12-03,19:55:26,opQVOj,29,Mumbai,42185.65,Engineering,2.3,31,Male,Single,+91-8534321802,kicxgngnjf@example.com,Smartwatch,3
2021-02-27,17:37:05,XwpOpoRh,48,Delhi,54582.09,HR,4.1,9,Male,Divorced,+91-9421675466,kzlkmkpk@example.com,Headphones,5
2022-01-19,07:40:15,LsdqhoK,19,Mumbai,54921.68,Marketing,3.7,38,Male,Divorced,+91-8696864689,eofvbuk@example.com,Laptop,3
2022-08-22,11:36:26,GlGCPPGm,47,Delhi,80533.46,Sales,1.2,26,Male,Widowed,+91-9019760852,tpith@example.com,Laptop,1
2020-12-10,23:21:26,qxWrZT,57,Bangalore,22258.29,Marketing,3.7,16,Other,Widowed,+91-7209391276,zuvgi@example.com,Smartwatch,3
2024-01-19,06:10:49,Nbjun,34,Mumbai,61246.91,Marketing,2.9,12,Male,Single,+91-7120831128,owjrxq@example.com,Tablet,2
2024-02-27,11:30:32,lWJYo,58,Chennai,45283.09,Sales,3.6,3,Other,Divorced,+91-9335389968,lpicfvsrrm@example.com,Smartwatch,3
2024-08-19,21:08:50,IKAeygqq,45,Chennai,74959.39,Finance,2.2,36,Other,Widowed,+91-8743100472,lyuiovjg@example.com,Tablet,1
2024-08-24,08:59:44,fWIzounSeS,18,Hyderabad,86050.39,Sales,2.9,1,Male,Divorced,+91-7110852633,bphunq@example.com,Smartwatch,3
2024-10-21,14:38:51,HGJVwv,50,Chennai,36010.09,Engineering,1.3,2,Female,Single,+91-7746370445,ecgtyuihyf@example.com,Smartwatch,5
2022-01-09,05:55:11,uXKlAj,48,Bangalore,99382.06,Engineering,1.6,37,Female,Married,+91-7404438568,ryrzp@example.com,Mobile,4
2021-10-09,11:14:10,bGNhiF,35,Chennai,92646.08,Marketing,2.3,31,Other,Widowed,+91-9964138070,grpeqzqlh@example.com,Tablet,2
2021-09-29,09:09:53,aIWZCVr,38,Chennai,66488.42,Marketing,2.7,15,Female,Widowed,+91-8226851689,gabng@example.com,Smartwatch,3
2023-12-01,09:32:46,nubvexiyTx,24,Delhi,84435.17,HR,4.5,37,Other,Single,+91-9969913522,ryxeg@example.com,Laptop,3
2020-02-05,09:27:40,uvMOX,54,Bangalore,81121.51,Sales,3.0,21,Female,Married,+91-9085975121,enazcefjbh@example.com,Laptop,5
2020-03-11,21:19:40,XgUYCwZo,51,Delhi,69427.53,Engineering,2.4,0,Other,Single,+91-8674863960,tzkzqc@example.com,Mobile,5
2022-11-02,15:56:57,EQzRSN,33,Bangalore,96118.39,HR,2.3,7,Other,Widowed,+91-7105535231,lahga@example.com,Headphones,5
2022-12-15,14:38:19,jKlPhOTZGF,50,Bangalore,87382.01,Finance,3.3,9,Other,Married,+91-8503802408,nkszaypfm@example.com,Mobile,1
2021-10-19,20:11:53,wqLbR,41,Delhi,24535.54,Engineering,2.3,0,Male,Divorced,+91-9834363655,eobbibcvm@example.com,Smartwatch,5
2023-06-19,19:07:09,gxMjj,30,Bangalore,85591.49,Sales,3.6,19,Female,Married,+91-8147301586,uvxwpwtyf@example.com,Tablet,5
2024-05-07,05:18:14,RyhiCkkv,37,Hyderabad,91583.97,Finance,3.4,34,Female,Married,+91-8367674907,svriqcjiu@example.com,Smartwatch,4
2021-12-20,09:30:04,lKsjRK,46,Hyderabad,51161.57,HR,1.4,10,Female,Widowed,+91-9064855910,ydobcvfv@example.com,Smartwatch,5
2024-06-22,23:07:14,ggBCivds,31,Hyderabad,96232.84,Finance,2.1,25,Female,Divorced,+91-7846313408,qjkiwc@example.com,Smartwatch,5
2023-04-10,22:52:05,RaQcdgfg,24,Chennai,33912.98,HR,2.3,19,Other,Divorced,+91-8450316840,vjigkww@example.com,Tablet,2
2020-05-14,15:53:27,kNiiJEvGVJ,54,Chennai,26870.16,HR,2.8,15,Male,Widowed,+91-7162139930,bvcapbgzj@example.com,Mobile,2
2024-01-07,23:20:47,HaOAryzT,32,Hyderabad,48694.48,Sales,2.5,21,Male,Divorced,+91-8047239951,hgihic@example.com,Smartwatch,2
2021-09-18,12:16:27,xjuzLP,56,Hyderabad,68160.0,HR,2.0,12,Male,Divorced,+91-9720697352,pskssxzn@example.com,Headphones,5
2021-10-17,22:40:12,gyquPaX,53,Delhi,72578.65,HR,1.4,40,Female,Widowed,+91-8741889896,vbonh@example.com,Mobile,3
2024-07-14,17:08:14,XxoFtJw,20,Bangalore,75901.83,Engineering,4.2,26,Female,Divorced,+91-7275413593,dlnuijvja@example.com,Laptop,1
2024-10-12,02:59:27,OHytlheql,60,Delhi,68491.18,HR,3.9,24,Other,Married,+91-7983797445,wjpvgfidss@example.com,Laptop,1
2024-04-23,08:30:48,mWcmFsxm,22,Hyderabad,51698.09,Marketing,1.4,28,Female,Single,+91-8899144730,ovlxs@example.com,Tablet,2
2020-05-21,19:24:50,mVAiCMjI,51,Chennai,48558.61,Finance,2.8,24,Female,Divorced,+91-9372316397,bbupmv@example.com,Laptop,2
2022-03-08,23:52:36,zrHSKIOyj,33,Mumbai,95992.2,Sales,1.5,0,Other,Married,+91-9488616006,idrwyskucc@example.com,Smartwatch,1
2020-07-23,02:52:13,OtywoAfsR,55,Delhi,88448.48,Sales,1.4,26,Female,Widowed,+91-8761801710,xheqqeymkl@example.com,Headphones,4
2022-03-17,21:16:02,XMdcejKIOC,18,Hyderabad,37555.03,Marketing,1.6,9,Male,Single,+91-8437953295,nthzuz@example.com,Headphones,5
2024-09-02,14:08:43,JQpqHB,36,Chennai,30532.79,Finance,2.4,8,Female,Married,+91-8247339468,nbjcanudz@example.com,Headphones,4
2022-05-01,22:36:02,QQvifkO,36,Hyderabad,89941.05,Marketing,5.0,39,Male,Married,+91-9830624226,ourpl@example.com,Headphones,5
2022-11-04,06:41:43,PKwhH,51,Bangalore,39673.28,HR,4.1,28,Other,Widowed,+91-9252861391,ygutgwt@example.com,Mobile,1
2021-05-12,21:16:30,oAtjqfCuUc,19,Mumbai,49842.07,Finance,2.4,22,Male,Married,+91-7869348402,vonrvepoki@example.com,Mobile,5
2024-06-23,03:28:03,YGmiOvK,43,Bangalore,57906.76,Engineering,1.6,22,Male,Divorced,+91-7826907583,awqbvbh@example.com,Tablet,4
2022-11-06,08:13:09,DIoTeYMyUY,44,Delhi,95527.4,HR,4.2,2,Other,Single,+91-7387344521,ylcrhtld@example.com,Smartwatch,2
2020-11-12,09:27:31,mhPHdDqdf,21,Chennai,69478.51,Finance,1.2,14,Other,Divorced,+91-7412264966,amhauz@example.com,Laptop,4
2024-12-31,18:45:32,tmwHFNfggM,56,Mumbai,37839.13,Engineering,2.5,18,Male,Widowed,+91-8887972589,bldse@example.com,Mobile,1
2020-09-16,07:22:21,CcsxuOwS,58,Hyderabad,84782.95,Sales,3.7,10,Female,Divorced,+91-9970114480,tdgtdllqd@example.com,Smartwatch,3
2022-05-12,01:49:06,QQUrrcua,29,Chennai,44491.67,HR,4.1,24,Other,Single,+91-7869125182,ynjliklzs@example.com,Tablet,4
2022-09-08,22:03:45,cZONb,53,Bangalore,28965.82,Finance,4.0,0,Female,Single,+91-7440905388,dyziy@example.com,Laptop,4
2020-10-04,10:35:44,trRdYZR,31,Delhi,27628.62,HR,4.1,18,Male,Single,+91-7634065188,gfiqt@example.com,Mobile,2
2024-06-29,21:21:19,WkwAsbrw,54,Chennai,45896.5,Finance,3.7,4,Female,Married,+91-8570042342,jgwbfukvtm@example.com,Mobile,4
2021-04-20,21:08:52,IpaboyI,43,Hyderabad,34302.71,Sales,3.7,5,Other,Divorced,+91-7099562682,kkpuagqhsu@example.com,Smartwatch,2
2024-02-20,21:33:52,HjWfOydg,43,Delhi,45662.55,Marketing,1.3,27,Other,Widowed,+91-8447345915,bddvipsub@example.com,Laptop,2
2020-05-27,14:05:03,gaBZnQ,31,Hyderabad,27025.41,Sales,1.9,10,Male,Divorced,+91-7280962244,sjxwbu@example.com,Smartwatch,4
2023-07-28,14:23:41,LgAuDXsQX,42,Bangalore,33395.56,Engineering,3.6,11,Female,Single,+91-8162304583,rxyun@example.com,Headphones,1
2022-10-17,02:26:59,dRoBGGYg,25,Mumbai,22198.62,Finance,3.3,25,Male,Single,+91-8538608465,tyxjtnm@example.com,Smartwatch,1
2020-09-22,09:08:00,sgETcYEwL,28,Delhi,37145.51,HR,1.3,18,Male,Single,+91-7672311743,tsneqcrjb@example.com,Smartwatch,4
2020-01-25,09:36:11,nfjSNrhOR,32,Bangalore,60658.05,Sales,3.5,28,Male,Widowed,+91-9063885901,jhbkyh@example.com,Laptop,1
2020-03-10,21:46:29,sSuMGl,41,Chennai,25083.35,Sales,2.7,32,Other,Divorced,+91-8384001753,imqxibkaxz@example.com,Headphones,1
2020-04-19,04:40:36,nYWluxqzxq,34,Mumbai,75746.37,Sales,3.4,22,Other,Widowed,+91-8041282630,itwmzqfk@example.com,Headphones,5
2020-09-25,11:55:45,PmPhZII,40,Chennai,30345.64,Engineering,2.8,36,Male,Married,+91-8098995778,mihql@example.com,Headphones,3
2022-06-12,12:42:06,vovAra,37,Mumbai,38823.96,Engineering,1.2,12,Female,Divorced,+91-9376814166,ikhxx@example.com,Tablet,3
2021-02-07,17:07:29,ahfYG,44,Bangalore,99219.76,Marketing,2.2,34,Male,Widowed,+91-8659472706,bzgsiywi@example.com,Headphones,5
2022-09-06,19:51:34,qHqSRtLLOm,46,Chennai,59965.38,Marketing,4.4,31,Male,Divorced,+91-8612662383,wxhtrvg@example.com,Smartwatch,2
